date,Sentiment_NLTK,Sentiment_TB,neg,neu,pos,compound,Subjectivity,Polarity
2024-01-13 18,Positive,Neutral,0.0,0.839,0.161,0.63835,0.525,0.0
2024-01-13 17,Positive,Positive,0.0,0.848,0.152,0.4939,0.3522727272727273,0.19318181818181818
2024-01-13 16,Positive,Positive,0.0,0.8966666666666666,0.10333333333333333,0.447,0.6916666666666668,0.4166666666666667
2024-01-13 14,Positive,Positive,0.0665,0.8685,0.065,-0.06440000000000004,0.8416666666666666,0.13333333333333336
2024-01-13 13,Positive,Positive,0.0,0.964,0.036,0.1806,0.46619047619047616,0.12892857142857142
2024-01-13 12,Positive,Positive,0.0,0.87575,0.12425,0.5019,0.6928571428571428,0.3267857142857143
2024-01-13 10,Positive,Negative,0.0,0.8955,0.10450000000000001,0.47755000000000003,0.4583333333333333,-0.05833333333333333
2024-01-13 08,Positive,Positive,0.03,0.7535000000000001,0.2165,0.7157,0.7291666666666667,0.2625
2024-01-13 06,Positive,Positive,0.059,0.793,0.147,0.4767,0.55,0.125
2024-01-13 05,Positive,Positive,0.0,0.898,0.102,0.5267,0.6522727272727273,0.043181818181818175
2024-01-13 02,Positive,Neutral,0.0,0.843,0.157,0.6597,0.75,0.0
2024-01-13 01,Neutral,Positive,0.0,0.9585,0.0415,0.21075,0.2833333333333333,0.012499999999999997
2024-01-13 00,Positive,Neutral,0.0,0.966,0.034,0.148,0.0,0.0
