Datetime,Open,High,Low,Close,Adj Close,Volume,Symbol
2024-01-12 23:00:00,42484.0703125,42927.0234375,42484.0703125,42842.4765625,42842.4765625,0,BTC-USD
2024-01-13 00:00:00,42799.4453125,42958.73046875,42773.23828125,42798.5078125,42798.5078125,160980992,BTC-USD
2024-01-13 01:00:00,42804.03515625,42866.3515625,42532.07421875,42666.97265625,42666.97265625,438493184,BTC-USD
2024-01-13 02:00:00,42660.64453125,42839.2421875,42549.28125,42568.66796875,42568.66796875,401788928,BTC-USD
2024-01-13 03:00:00,42535.03515625,42656.0,42464.14453125,42603.203125,42603.203125,166424576,BTC-USD
2024-01-13 04:00:00,42604.015625,42835.73046875,42568.70703125,42827.8828125,42827.8828125,11505664,BTC-USD
2024-01-13 05:00:00,42830.390625,43117.9296875,42778.70703125,43051.15234375,43051.15234375,239624192,BTC-USD
2024-01-13 06:00:00,43077.6796875,43155.015625,42981.81640625,43134.3125,43134.3125,191561728,BTC-USD
2024-01-13 07:00:00,43137.1953125,43234.078125,43071.65625,43112.1328125,43112.1328125,0,BTC-USD
2024-01-13 08:00:00,43100.41796875,43234.66015625,43083.1328125,43200.77734375,43200.77734375,0,BTC-USD
2024-01-13 09:00:00,43183.99609375,43189.40234375,42889.94140625,42916.734375,42916.734375,0,BTC-USD
2024-01-13 10:00:00,42917.8359375,42917.8359375,42650.390625,42745.37109375,42745.37109375,33169408,BTC-USD
2024-01-13 11:00:00,42723.0703125,42784.5546875,42543.91796875,42578.95703125,42578.95703125,0,BTC-USD
2024-01-13 12:00:00,42605.5390625,42709.71484375,42517.94140625,42700.78125,42700.78125,0,BTC-USD
2024-01-13 13:00:00,42681.421875,42778.05078125,42616.75,42715.6484375,42715.6484375,0,BTC-USD
2024-01-13 14:00:00,42722.43359375,42928.3203125,42652.0234375,42838.0859375,42838.0859375,0,BTC-USD
2024-01-13 15:00:00,42851.62890625,43206.546875,42851.62890625,43182.5546875,43182.5546875,0,BTC-USD
2024-01-13 16:00:00,43161.7421875,43161.7421875,42835.68359375,42873.28125,42873.28125,0,BTC-USD
2024-01-13 17:00:00,42883.7109375,42974.1328125,42799.34375,42881.1171875,42881.1171875,0,BTC-USD
2024-01-13 18:00:00,42888.921875,42888.921875,42752.671875,42797.98828125,42797.98828125,0,BTC-USD
2024-01-13 19:00:00,42797.0,42974.4375,42797.0,42810.12109375,42810.12109375,0,BTC-USD
2024-01-13 20:00:00,42787.94921875,42901.56640625,42718.98828125,42850.609375,42850.609375,0,BTC-USD
2024-01-13 21:00:00,42859.4453125,42972.625,42833.17578125,42972.625,42972.625,0,BTC-USD
2024-01-13 22:00:00,42962.34765625,43014.17578125,42894.14453125,42984.54296875,42984.54296875,0,BTC-USD
2024-01-13 23:00:00,42983.828125,42983.828125,42809.6875,42835.70703125,42835.70703125,0,BTC-USD
2024-01-14 00:00:00,42842.26171875,42874.4296875,42687.76171875,42708.33984375,42708.33984375,0,BTC-USD
2024-01-14 01:00:00,42702.24609375,42831.83203125,42702.24609375,42786.78125,42786.78125,0,BTC-USD
2024-01-14 02:00:00,42783.0390625,42807.9296875,42665.40625,42780.23046875,42780.23046875,0,BTC-USD
2024-01-14 03:00:00,42773.234375,42778.7578125,42654.546875,42667.25,42667.25,0,BTC-USD
2024-01-14 04:00:00,42670.75390625,42683.9375,42561.640625,42574.5546875,42574.5546875,0,BTC-USD
2024-01-14 05:00:00,42570.73046875,42790.41796875,42570.73046875,42750.03125,42750.03125,0,BTC-USD
2024-01-14 06:00:00,42744.71484375,42964.58984375,42744.71484375,42964.58984375,42964.58984375,0,BTC-USD
2024-01-14 07:00:00,42986.4296875,43048.32421875,42900.95703125,42992.76953125,42992.76953125,0,BTC-USD
2024-01-14 08:00:00,43001.578125,43016.60546875,42905.34375,42987.8671875,42987.8671875,0,BTC-USD
2024-01-14 09:00:00,42989.8671875,43065.59765625,42853.84765625,43065.59765625,43065.59765625,0,BTC-USD
2024-01-14 10:00:00,43049.53125,43049.53125,42885.71484375,42885.71484375,42885.71484375,0,BTC-USD
2024-01-14 11:00:00,42887.5,42928.42578125,42790.51171875,42812.25,42812.25,0,BTC-USD
2024-01-14 12:00:00,42816.33203125,42834.38671875,42734.93359375,42747.8515625,42747.8515625,0,BTC-USD
2024-01-14 13:00:00,42747.890625,42910.23828125,42747.890625,42888.7734375,42888.7734375,0,BTC-USD
2024-01-14 14:00:00,42890.34375,42991.58203125,42799.578125,42817.125,42817.125,0,BTC-USD
2024-01-14 15:00:00,42818.25390625,42936.81640625,42813.59765625,42914.34765625,42914.34765625,0,BTC-USD
2024-01-14 16:00:00,42916.24609375,42965.28515625,42858.53515625,42926.91796875,42926.91796875,0,BTC-USD
2024-01-14 17:00:00,42920.17578125,42990.33203125,42874.1328125,42956.77734375,42956.77734375,0,BTC-USD
2024-01-14 18:00:00,42958.86328125,42996.0390625,42843.34375,42907.8359375,42907.8359375,0,BTC-USD
2024-01-14 19:00:00,42899.8359375,42913.77734375,42625.859375,42625.859375,42625.859375,143093760,BTC-USD
2024-01-14 20:00:00,42638.08984375,42713.58203125,42411.3046875,42522.546875,42522.546875,912714752,BTC-USD
2024-01-14 21:00:00,42504.87109375,42570.80078125,42055.18359375,42465.4921875,42465.4921875,1164088320,BTC-USD
